Player,Current Team,Minutes,Non Penalty xG,Non Penalty xG/Shot,Open Play xG Assisted,Shots,OBV,Shot OBV,Dribble & Carry OBV,Defensive Action OBV,Pass OBV,Deep Progressions,Touches in box,Line Breaking Passes,Line Breaking Passes Completed,Line Breaking Passes Completed%,Line Breaking Passes On Ball Value,Ball Receipts in Space 10m%,Turnovers,Fouls,Fouls Won,Aerial Win%,Aerial Wins,Pressures,Tackles & Interceptions,Dribbled Past,Goal Kicks,Goals Saved Above Average,Long Goal Kicks,Non Penalty PSxG Faced,Non Penalty Save%,Non Penalty Shots Faced,Penalty Goals Conceded,Penalties Faced,Saves,Short Goal Kicks,Shot Stopping%,Shots Faced,Box Cross%,Ball Receipts in Space 10m% in Final Third,Ball Receipts in Space 10m% in Opposing Half,Ball Receipts in Space 2m%,Ball Receipts in Space 2m% in Final Third,Ball Receipts in Space 2m% in Opposing Half,Ball Receipts in Space 5m%,Ball Receipts in Space 5m% in Final Third,Ball Receipts in Space 5m% in Opposing Half,Carries,Carry Length,Clearances,Dispossessed,Dribble%,Dribbles,Errors,Failed Dribbles,Open Play Box Cross%,Penalty Wins,Space Received In,Space Received in Final Third,Space Received in Opposing Half,Successful Box Cross%,Successful Open Play Box Cross%,Touches,Goalkeeper OBV,Second Yellow Cards,Aggressive Actions,All Aerials,Ball Recoveries,Ball Recoveries in Opposing Half,Blocked Shots,Blocks/Shot,Counterpressures,Counterpressures in Opposing Half,Counterpressures in Opposing Half%,Defensive Action Distance,Goalkeeper Aggressive Distance,Goals Conceded,Interceptions,Non Aerial Duels,Non Penalty Goals Conceded,Non Penalty xG Faced,Opposition Non Penalty Shots on Target,Opposition Non Penalty Shots on Target%,Opposition Shots Outside Box,Pressures in Opposing Half,Pressures in Opposing Half%,Red Cards,Tack/Dribbled Past%,Tackles,Yellow Cards,Assists,Crosses,Crossing%,Deep Completions,Key Passes,Left To Right Footedness%,Line Breaking Passes Completed in Final Third,Line Breaking Passes Completed in Final Third%,Line Breaking Passes Completed in Opposing Half,Line Breaking Passes Completed in Opposing Half%,Line Breaking Passes Distance,Line Breaking Passes Distance in Final Third,Line Breaking Passes Distance in Opposing Half,Line Breaking Passes in Final Third,Line Breaking Passes in Opposing Half,Line Breaking Passes On Ball Value in Final Third,Line Breaking Passes On Ball Value in Opposing Half,Line Breaking Passes Received,Line Breaking Passes to Space 10m,Line Breaking Passes to Space 10m in Final Third,Line Breaking Passes Received 10m in Opposing Half,Line Breaking Passes Received 2m,Line Breaking Passes Received 2m in Final Third,Line Breaking Passes Received 2m in Opposing Half,Line Breaking Passes Received 5m,Line Breaking Passes Received 5m in Final Third,Line Breaking Passes Received 5m in Opposing Half,Line Breaking Passes Received Distance,Line Breaking Passes Received Distance in Final Third,Line Breaking Passes Received Distance in Opposing Half,Line Breaking Passes Received in Final Third,Line Breaking Passes Received in Opposing Half,Line Breaking Passes to Space 10m,Line Breaking Passes to Space 10m in Final Third,Line Breaking Passes to Space 10m in Opposing Half,Line Breaking Passes to Space 2m,Line Breaking Passes to Space 2m in Final Third,Line Breaking Passes to Space 2m in Opposing Half,Line Breaking Passes to Space 5m,Line Breaking Passes to Space 5m in Final Third,Line Breaking Passes to Space 5m in Opposing Half,Line Breaking Passes/Pass in Final Third%,Line Breaking Passes/Pass in Opposing Half%,Line Breaking Passes/Pass%,Long Ball%,Long Balls,Non Throw-in Key Passes,Non Throw-in Passes,Non Throw-in Passes from Defensive Third,Non Throw-in Passes Into Final Third ,Non Throw-in Through Balls,Open Play Assists,Open Play Key Passes,Open Play Pass Backward% in Final Third,Open Play Pass Forward% in Final Third,Open Play Pass Sideways% in Final Third,Open Play Passes,Open Play Passes in Final Third,Open Play Passes Into Box,Pass Backward%,Pass Forward%,Pass Length,Pass Sideways%,Passes,Passes Inside Box,Passes Into Box,Passes Being Pressured%,Passing%,Pressured Long Balls,Pressured Pass Length,Pressured Passes in Defensive Third,Pressured Pass%,Received Passes,Successful Open Play Pass Backward% in Final Third,Successful Open Play Pass Forward% in Final Third,Successful Open Play Pass Sideways% in Final Third,Successful Open Play Passes in Final Third,Successful Open Play Passes Into Box,Successful Pass Length,Successful Passes Inside Box,Successful Passes Into Box,Successful Pressured Pass Length,Successful Set Piece Passes Into Box,Successful Through Balls,Successful Crosses,Successful Passes,Through Balls,Unpressured Long Balls,Corners,Free Kicks,Free Kicks from Defensive Third,Free Kicks from Final Third,Free Kicks from Middle Third,Penalties,Penalty Conversion%,Set Piece Assists,Set Piece Key Passes,Set Piece Passes Into Box,Set Piece xG Assisted,Throw-ins,Throw-Ins from Defensive Third,Throw-Ins from Final Third,Throw-Ins from Middle Third,Goal Conversion%,Goals & Penalty Goals,Non Penalty Goals,Non Penalty PSxG,Non Penalty Shots,Open Play Shots,Shooting%,Shot Touch%,Shots Outside Box,Successful Dribbles,xG,xG Assisted,Age
Coleman Gannon,Las Vegas Lights,854.5667,0.0972,0.0615,0.1564,1.5797,0.1869,-0.0176,0.1597,0.0149,0.0278,1.8956,3.5807,2.6779,1.1643,0.4347,0.0299,0.0699,2.5275,1.2637,2.3169,0,0,28.3301,2.4222,1.4744,0,-0.1717,0,1.4079,0.659,14.007,0,0.1053,0,0,-0.037,14.1124,0.4736,0.1111,0.0882,0.7552,0.7777,0.7647,0.4825,0.492,0.4705,26.2238,7.5542,0.4212,2.5275,0.4736,2.001,0,1.0531,0.4736,0,5.1293,5.8412,5.4277,0.8,0.8,57.3975,0,0,18.5357,2.2116,5.4764,3.686,0.1053,0.0075,8.9519,6.003,0.6705,63.2663,,1.685,0.4212,2.001,1.5797,1.2224,4.6339,0.3308,4.7392,16.324,0.5762,0,0.5757,3.4754,0.1053,0,1.685,0.4375,0.2106,1.2637,0.2205,0.5821,0.5,0.815,0.4666,3.0006,3.7938,3.5998,1.1643,1.7465,0.0287,0.0263,5.0066,0.1164,0.1164,0.1164,3.493,1.7465,2.4451,1.9793,1.0479,1.3972,4.1243,4.425,4.1433,2.6779,3.7259,0,0,0,0.9314,0.4657,0.6986,0.2328,0.2328,0.2328,0.1818,0.1612,0.1503,0.3846,1.3691,1.2637,20.5367,2.001,1.0531,0.2106,0,1.2637,0.2222,0.1222,0.6555,19.6941,9.4784,2.001,0.2941,0.0931,18.081,0.6127,21.4845,1.2637,2.001,0.2598,0.7745,0.1053,14.8088,0.8425,0.7169,20.9579,0.2982,0.0877,0.614,6.003,0.5265,17.1441,0.4212,0.5265,14.5934,0,0.1053,0.7372,16.64,0.2106,1.2637,0,0.7372,0.1053,0.1053,0.5265,0,,0,0,0,0,0.9478,0.1053,0.4212,0.4212,0.0666,0.1053,0.1053,0.1241,1.5797,1.2637,0.3333,0.0275,0.5265,0.9478,0.0972,0.1564,23
Jack Gurr,Sacramento Republic,2493.3155,0.0748,0.0714,0.1311,1.0467,0.3266,-0.013,0.059,0.0364,0.2305,3.3569,3.4291,8.0895,3.3602,0.4153,0.0765,0.3266,1.0467,1.2272,1.5521,0.5441,1.3355,12.0923,2.1296,0.8302,0,0.1399,0,0.7175,0.7777,8.3382,0.1082,0.1082,0,0,0.0538,8.4465,0.5882,0.2146,0.2945,0.9296,0.8975,0.9178,0.7361,0.6634,0.7123,28.9494,5.5806,2.2018,0.6136,0.3,0.3609,0,0.2526,0.5779,0.036,8.3653,6.9255,7.8622,0.6451,0.6666,81.3254,0,0,6.6056,2.4545,3.1043,2.0214,0.1804,0.0216,3.4652,2.6711,0.7708,53.6763,,0.6858,0.397,1.7326,0.5775,0.6737,2.5989,0.3116,3.8984,5.4505,0.4507,0,0.676,2.5628,0.2165,0.1804,5.1257,0.3521,0.2887,1.516,0.0888,1.7423,0.4516,2.1157,0.4197,2.6066,2.0845,2.5504,3.8581,5.0404,0.0548,0.0583,3.298,0.7467,0.56,0.7467,2.6135,2.1157,2.6135,1.4934,1.12,1.4934,5.999,5.5679,5.999,2.738,3.298,0.1244,0,0.0622,1.8668,0.8711,1.1823,0.6845,0.3111,0.3733,0.3069,0.2682,0.2663,0.3389,8.627,1.3355,34.436,4.7647,5.1618,0.1804,0.1443,0.9746,0.1284,0.2568,0.6146,32.7395,19.6726,5.5588,0.1574,0.2568,23.7755,0.5857,41.0417,1.0107,7.3636,0.1336,0.6605,1.0828,21.8231,1.3355,0.5,30.1766,0.2247,0.2084,0.5667,11.0816,1.516,19.8568,0.2887,2.2379,18.7984,0.7219,0.0721,1.8048,27.1084,0.1804,7.5441,0.6136,1.1189,0.036,0.8302,0.2526,0,,0.036,0.3609,1.8048,0.0359,6.6056,1.6243,2.7072,2.274,0.1034,0.1082,0.1082,0.0775,1.0467,0.7941,0.2758,0.0128,0.3609,0.1082,0.0748,0.167,30
Arturo Rodríguez,Charleston Battery,2095.916,0.1209,0.0805,0.1163,1.5029,0.1979,0.0289,0.1017,0.0084,0.0617,3.6928,4.3799,7.5202,4.1395,0.5504,0.0771,0.1002,2.5334,0.9446,2.877,0.32,0.3435,16.4033,2.0182,0.9446,0,0.0706,0,0.8865,0.6885,8.8887,0.1717,0.2147,0,0,0.0269,9.1034,0.5051,0.1073,0.1065,0.902,0.8878,0.8964,0.5233,0.5219,0.5295,38.0454,5.8146,0.8158,1.1593,0.409,1.8893,0,1.1164,0.4,0.0429,5.7256,5.8482,5.7631,0.5,0.3928,88.2859,0,0,8.3734,1.0735,4.5517,2.5764,0.0429,0.0048,6.5269,4.4658,0.6842,60.7725,,1.0305,0.687,1.3311,0.8158,0.7278,2.6193,0.2946,3.564,8.3304,0.5078,0.0429,0.5849,2.2758,0.0429,0.1288,2.4905,0.3965,0.5582,1.8893,0.0592,2.0697,0.5,2.9666,0.5243,2.9789,3.0624,2.7313,4.1395,5.6574,0.0636,0.0721,6.4853,0.2759,0.1379,0.2759,5.7263,2.6217,4.2085,2.2077,0.8279,1.5178,4.6321,4.8637,4.6159,2.8976,4.8984,0.0689,0,0,2.4837,1.2418,1.6558,0.9658,0.6209,0.7589,0.303,0.2578,0.2197,0.5507,2.9629,1.7605,38.3889,4.2511,3.0058,0.4294,0.1288,1.5458,0.1347,0.2237,0.6415,36.2419,18.808,3.2205,0.1942,0.1514,18.2204,0.6542,39.1189,0.687,4.1652,0.2425,0.8035,0.2576,16.2043,1.6746,0.8054,37.0577,0.1691,0.1963,0.6344,14.2133,1.2023,17.4228,0.3864,1.5458,16.3792,0.3435,0.1717,0.9876,31.4325,0.4294,2.7052,1.0305,0.6011,0,0.1717,0.4294,0,,0,0.2147,0.9446,0.0121,0.7299,0.0858,0.4723,0.1717,0.1714,0.2576,0.2576,0.2392,1.5029,1.3741,0.3714,0.017,0.5152,0.7729,0.1209,0.1285,26
John Berner,Hartford Athletic,350.5431,0,,0,0,0.577,0,0.053,0,0.156,0.7702,0,0.7702,0.2567,0.3333,0.004,0.8125,0,0,0,,0,0,0,0,13.3507,0.48,7.1888,1.2502,0.8333,17.2018,0,0,4.1079,6.1618,0.1038,17.2018,,,,1,,,1,,,9.2428,9.8544,0,0,,0,0,0,,0,18.5339,,,,,43.6465,0.368,0,0,0,3.8511,0.2567,0,0,0,0,,,13.7225,0.7702,0,0,0.7702,2.0225,4.6214,0.2686,5.9051,0,,0,,0,0,0,0,,0,0,0.1009,0,,0,,12.9769,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.2567,0,0,0.2567,0,0,0.2567,0,0,,,0.0833,0.295,15.6614,0,27.9851,27.9851,5.6483,0,0,0,0,0.8,0.2,11.2967,1.2837,0,0,0.4678,44.6743,0.5321,27.9851,0,0,0.0366,0.5963,0.7702,45.7375,1.0269,0.5,5.1348,0,1,0,0.2567,0,29.5956,0,0,28.975,0,0,0,16.6883,0,14.8911,0,3.3376,3.3376,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,34
Antonio Alfaro,El Paso Locomotive,1467.1228,0.0088,0.0481,0.0026,0.184,-0.0224,-0.0106,0.0449,-0.0773,0.0311,1.963,0.7974,8.0995,4.4997,0.5555,0.03,0.7836,0.184,0.7974,0.5521,0.5681,1.5336,4.7848,1.4722,0.1226,0.7974,-0.1452,0.2453,1.2043,0.5849,9.9378,0.1226,0.1226,0,0.5521,-0.0446,10.0605,0,0,0.6666,0.9929,0.75,0.9166,0.9539,0.25,0.8333,37.7882,4.574,4.2941,0.1226,0.5,0.2453,0,0.1226,0,0,13.5175,3.885,11.1971,,,98.2739,0,0,3.3739,2.6991,3.3739,0.4907,0.6134,0.0617,1.4722,0.184,0.125,26.2795,,1.5336,0.6747,0.7974,1.3495,1.2461,3.2512,0.3271,3.926,0.3067,0.0641,0,0.8666,0.9201,0.4294,0,0,,0,0.1226,0.8333,0.0999,0.3333,0.4999,0.5,2.5716,3.124,1.4707,0.2999,0.9999,-0.0038,0.001,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.2999,0,0,2.2998,0.0999,0.1999,0.8999,0,0,0.5,0.2631,0.1933,0.6171,10.7352,0.1226,48.7689,29.0159,4.8462,0.0613,0,0.1226,0.0253,0.5316,0.443,45.1495,4.8462,0.4294,0.0125,0.2719,26.7355,0.7155,48.9529,0.1226,0.5521,0.1152,0.8546,1.3495,26.9463,4.1714,0.7282,38.0336,0.0571,0.3714,0.5714,2.147,0,24.1883,0,0,25.135,0,0,0,41.8369,0.0613,9.3857,0,2.8218,1.5949,0,1.2268,0,,0,0,0.1226,0,0.184,0,0,0.184,0,0,0,0,0.184,0,0,0.0018,0,0.1226,0.0088,0.0026,32
Abdoulaye Cissoko,FC Tulsa,2238.3824,0.0613,0.0953,0.0035,0.6433,-0.0402,-0.051,-0.0009,0.0165,0.0107,1.3268,3.0557,6.8861,4.3328,0.6292,0.0346,0.687,0.2814,1.6083,1.568,0.5864,3.1361,6.7548,2.2114,0.402,0,-0.0312,0,0.7728,0.6825,9.2075,0.1206,0.1206,0,0,-0.0123,9.3281,0,0,0.4814,0.9659,0.5714,0.8888,0.9047,0.1428,0.7407,18.214,4.6813,4.6238,0.1608,0.5,0.0804,0.0804,0.0402,0,0,12.3741,2.5798,9.4848,0,0,59.2258,0,0,3.7393,5.3476,2.6939,0.4422,0.9649,0.1048,2.8949,1.0453,0.3611,38.7381,,0.9247,1.0856,1.1258,0.8041,0.7605,2.533,0.2751,3.3774,1.4072,0.2083,0,0.7368,1.5278,0.4422,0,0.0804,0,0.2814,0.0402,0.2125,0.1547,1,1.0058,0.6842,3.7463,1.4534,4.3046,0.1547,1.47,0.0076,0.0163,0.4642,0,0,0,0.3094,0.2321,0.2321,0.0773,0.0773,0.0773,2.7805,2.5195,2.5195,0.3868,0.3868,0.3094,0,0.0773,3.0949,0.0773,0.851,1.2379,0,0.3868,0.1428,0.3064,0.2572,0.55,4.0207,0.0402,29.3515,11.9416,2.9753,0,0,0.0402,0.0348,0.4883,0.4767,27.2607,3.4578,0.402,0.0258,0.252,24.5224,0.722,29.5123,0.4824,0.5226,0.1634,0.8065,0.3618,20.7291,2.2918,0.6666,18.1738,0.0487,0.4146,0.5365,1.6485,0.0804,23.4692,0.1608,0.0804,21.3391,0,0,0,23.8029,0,3.6588,0,2.0907,0.8443,0,1.2464,0,,0,0,0.1206,0,0.1608,0.0402,0,0.1206,0,0,0,0,0.6433,0.1608,0,0.0108,0,0.0402,0.0613,0.0035,25
Tumi Moshobane,El Paso Locomotive,297.631,0.1766,0.0584,0.0336,3.0238,-0.0608,-0.2075,0.1002,0.048,-0.007,3.931,5.4429,,,,,,5.4429,1.2095,0.6047,0.4285,0.9071,15.1193,1.5119,0,0,-0.3612,0,1.1507,0.5454,7.5596,0.3023,0.3023,0,0,-0.1085,7.862,0.5555,,,,,,,,,30.5411,7.5233,0.9071,2.1167,0.3333,2.7214,0,1.8143,0.5714,0,,,,0.5,0.5,76.2017,0,0,7.5596,2.1167,3.931,3.0238,0.3023,0.04,6.0477,4.8382,0.8,65.729,,1.8143,0.6047,0.9071,1.5119,1.1035,3.3262,0.44,1.8143,9.0716,0.6,0,1,0.9071,0,0,1.8143,0.3333,0.6047,1.2095,0.7608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,2.4191,1.5119,27.5172,3.0238,2.1167,0.3023,0,1.2095,0.1219,0.0975,0.7804,26.3077,12.3979,2.1167,0.163,0.1195,19.4553,0.7173,27.8196,0.9071,2.7214,0.2826,0.7934,0,13.7773,1.8143,0.8076,32.6578,0.1724,0.0689,0.7586,8.7692,0.6047,18.8947,0.6047,0.6047,14.1885,0,0.3023,0.6047,22.0743,0.3023,2.4191,0,0.9071,0,0.9071,0,0,,0,0,0.6047,0,0.3023,0,0,0.3023,0,0,0,0.0005,3.0238,1.8143,0.1,0.0396,1.5119,0.9071,0.1766,0.0336,31
Beverly Makangila,Hartford Athletic,1720.5326,0.0346,0.0945,0.0097,0.3661,0.1452,0.0071,0.067,0.068,0.0055,1.7785,0.6277,3.8699,2.3597,0.6097,0.0165,0.1416,0.4707,1.8831,0.7846,0.6279,1.4123,17.9944,3.0862,0.5754,0,0.139,0,1.1852,0.7222,12.5019,0.0523,0.0523,0,0,0.0369,12.5542,0,0.1111,0.1754,0.9666,1,0.9473,0.625,0.5555,0.614,19.3021,4.9061,1.6739,0.523,0.8333,0.3138,0,0.0523,0,0,6.5009,6.3052,6.6426,0,0,54.0355,0,0.0523,11.7173,2.2493,4.1324,1.9354,0.6277,0.0502,6.9571,3.6093,0.5187,47.1138,,1.1508,1.0461,2.04,1.0461,1.0758,3.7662,0.3012,4.6555,5.5447,0.3081,0,0.78,2.6154,0.3661,0.0523,0.0523,0,0,0.2092,0.2265,0.0943,0.25,1.1326,0.6315,4.8365,9.2282,4.0387,0.3775,1.7933,0.0033,0.0102,1.7933,0,0,0,1.6989,0.0943,0.5663,0.9438,0,0.1887,5.3797,2.7658,4.7294,0.0943,0.5663,0.1887,0,0,1.8877,0.0943,0.8494,0.8494,0.0943,0.2831,0.2222,0.2134,0.1822,0.6785,2.9293,0.1569,25.5792,5.8586,2.4585,0.0523,0.0523,0.1569,0.0526,0.3473,0.6,25.4223,4.9693,0.5754,0.1081,0.1775,20.3116,0.7142,25.6315,0.1046,0.6277,0.1959,0.8265,0.523,18.3576,1.7785,0.7604,16.6343,0.0625,0.2812,0.6562,3.3478,0.2615,19.5239,0,0.2615,18.4187,0,0.0523,0,21.1853,0.0523,2.4062,0,0.1569,0,0,0.1569,0,,0,0,0.0523,0,0.0523,0,0.0523,0,0.1428,0.0523,0.0523,0.0429,0.3661,0.1046,0.4285,0.0067,0.1569,0.2615,0.0346,0.0097,25
Grant Robinson,Monterey Bay,1531.0562,0.0178,0.076,0.117,0.2351,0.2028,-0.0023,0.0368,0.0037,0.1541,4.9965,1.058,9.1094,5.5899,0.6136,0.1151,0.2965,1.058,0.8817,0.529,0.3636,0.7053,9.6991,2.6452,0.6466,0,-0.1657,0,1.4214,0.597,9.2289,0.0587,0.0587,0,0,-0.042,9.2877,0.7,0.2096,0.3023,0.9277,0.9516,0.9457,0.7262,0.7096,0.7519,34.2116,4.9894,2.1749,1.1168,0.6666,0.8817,0.0587,0.2939,0.7727,0,8.2502,7.3774,8.2636,0.7777,0.7647,97.2857,0,0,6.0546,1.9398,3.0567,0.9993,0.1175,0.0127,3.8796,2.4101,0.6212,44.2824,,1.6459,1.352,1.2932,1.5871,1.1487,3.9384,0.4267,2.8215,3.6445,0.3757,0,0.6666,1.9398,0.1175,0.1763,2.6452,0.4222,0.2351,0.9405,0.6532,1.2422,0.6315,1.9668,0.5757,3.8496,3.6924,4.0807,1.9668,3.416,0.0672,0.0827,1.3457,0.207,0.1035,0.207,1.1386,0.6211,0.8281,0.8281,0.414,0.6211,5.8573,5.8931,6.0024,0.7246,1.0351,0.5175,0.1035,0.3105,4.3477,0.9316,1.4492,1.2422,0.3105,0.5175,0.2533,0.2291,0.2492,0.5,8.4647,0.7053,43.1466,11.9329,6.2897,0.2351,0.1763,0.7053,0.1142,0.3357,0.55,42.3237,16.4592,2.5864,0.1244,0.3099,22.6589,0.5656,51.0236,0.2939,2.9391,0.1255,0.7476,0.9993,21.8882,2.2337,0.7706,35.3873,0.1657,0.2941,0.5401,10.9924,0.9993,20.3554,0.1763,1.058,21.6398,0.0587,0.1763,1.1168,38.1501,0.2351,7.4654,0,0.8229,0.2939,0.0587,0.4702,0,,0,0.0587,0.3526,0.0061,7.8769,1.9986,2.704,3.1742,0,0,0,0.0186,0.2351,0.2351,0.75,0.0024,0,0.5878,0.0178,0.1231,27
Grant Stoneman,Rhode Island,1391.5108,0.0212,0.082,0.0182,0.2587,0.1578,0.0078,0.0268,0.0383,0.1057,4.9801,1.2935,11.1865,7.0523,0.6304,0.0485,0.6376,0.0646,0.7114,0.4527,0.7234,2.199,6.6618,2.005,0.388,0.5174,0.0499,0,0.826,0.7209,8.9902,0,0,0,0.5174,0.0179,8.9902,0.125,0,0.5416,1,1,1,0.8985,0.6666,0.8333,31.9508,5.1504,2.5871,0.194,1,0.194,0.0646,0,0.1428,0,11.7287,5.7864,10.6223,0.1111,0.1428,90.0316,0,0,3.2985,3.0398,1.8109,0.9054,0.8408,0.0935,2.1343,0.8408,0.3939,41.0511,,0.8408,1.0348,0.9701,0.7761,0.8545,2.7811,0.3093,3.8159,1.8109,0.2718,0,0.7142,1.3582,0.1293,0.0646,0.194,0.3333,0.1293,0.388,0.1728,0.7295,1,3.4045,0.875,2.8751,3.2782,2.9575,0.7295,3.8909,0.0089,0.0296,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,4.8636,0.4863,2.4318,1.7022,0.2431,0.9727,0.5,0.4324,0.3458,0.5527,10.4131,0.3233,45.5332,19.1446,8.5374,0.194,0.0646,0.2587,0.0119,0.473,0.5149,42.558,10.8012,1.3582,0.0265,0.3231,25.8308,0.6502,48.6377,0.3233,1.5522,0.1117,0.7965,1.6169,26.6655,1.9403,0.6071,33.6971,0.0222,0.3888,0.5888,5.821,0.4527,23.376,0.0646,0.5821,22.4005,0.1293,0.194,0.0646,38.742,0.194,8.7961,0,2.4577,1.3582,0,1.0995,0,,0,0.0646,0.194,0.0025,3.1045,1.5522,0.3233,1.2288,0,0,0,0.0692,0.2587,0,0.75,0.0028,0,0.194,0.0212,0.0208,30
Blake Bodily,Tampa Bay Rowdies,2020.676,0.0621,0.0872,0.0819,0.7126,0.1225,0.0023,0.1218,-0.0507,0.0497,2.9396,3.2959,5.6912,2.7665,0.4861,0.064,0.2131,1.6925,0.9798,1.3361,0.4915,1.2916,10.6449,3.1623,0.6235,0,-0.1183,0,1.0396,0.6338,9.665,0.1336,0.1781,0,0,-0.0374,9.8432,0.52,0.1612,0.1842,0.9341,0.8817,0.9078,0.6434,0.6129,0.6447,29.8414,6.729,1.4252,0.8907,0.5384,1.158,0.0445,0.5344,0.5142,0.0445,7.1424,6.6182,6.8461,0.52,0.5217,80.0821,0,0,6.1464,2.6278,3.7858,1.7815,0.2672,0.0276,3.8304,2.1824,0.5697,45.9312,,1.3361,1.737,1.4252,1.158,1.0127,3.1623,0.3271,3.5186,3.5186,0.3305,0,0.6956,2.0488,0.1336,0.089,2.5832,0.3448,0.3117,1.0244,0.7089,1.1066,0.5185,1.818,0.5227,3.458,2.4215,2.4165,2.1342,3.4779,0.0519,0.0562,2.6084,0.3161,0.2371,0.2371,2.3713,1.7389,1.9761,1.2647,0.8694,1.1066,6.4457,6.1088,6.428,1.9761,2.2132,0.2371,0,0,1.6599,0.5533,0.8694,0.7904,0.158,0.3161,0.3176,0.282,0.2257,0.5068,3.2513,0.9353,33.4492,8.8633,2.8505,0.0445,0.089,0.8907,0.1635,0.2106,0.6257,32.8701,14.1635,3.1177,0.1866,0.2042,19.3822,0.6091,37.9476,0.9353,3.3404,0.1349,0.764,0.7126,19.2346,2.1378,0.626,30.0196,0.255,0.165,0.58,8.9079,1.0244,18.2539,0.1781,1.1134,18.4698,0.089,0.0445,0.8907,28.9952,0.0445,2.5387,0.1336,0.4453,0.1781,0,0.2672,0,,0,0.0445,0.2226,0.0019,4.4984,0.8017,1.9152,1.7815,0.0625,0.0445,0.0445,0.0431,0.7126,0.579,0.3125,0.0088,0.1336,0.6235,0.0621,0.0839,27
Aedan Stanley,Indy Eleven,642.4625,0.0008,0.0059,0.0145,0.14,0.2375,-0.0033,0.0337,0.0361,0.206,4.3426,0.5603,,,,,,1.4008,1.5409,1.2607,0.6428,1.2607,11.2068,2.1012,0.8405,0,-0.6464,0,1.4548,0.4,9.2456,0,0,0,0,-0.1845,9.2456,0.3589,,,,,,,,,28.5775,4.5125,2.1012,0.14,0,0.7004,0,0.7004,0.3461,0,,,,0.1538,0.25,87.4136,0,0,7.2844,1.9612,2.1012,0.8405,0.14,0.0151,4.7629,3.5021,0.7352,52.5496,,2.1012,0.5603,1.5409,2.1012,1.1127,3.5021,0.3787,2.8017,5.1831,0.4625,0,0.647,2.3814,0,0,2.3814,0.1764,0,0.14,0.6627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4081,6.8642,0.14,39.5042,9.2456,5.043,0,0,0.14,0.1854,0.2983,0.5161,36.2822,17.3706,3.6422,0.1568,0.3017,22.3815,0.5414,47.349,0.2801,5.4633,0.1242,0.7218,0.9806,21.098,2.1012,0.7142,30.8189,0.2894,0.2894,0.421,10.6465,1.1206,19.6631,0,1.8211,19.5109,0.7004,0,0.4202,34.1809,0,5.8836,1.9612,1.2607,0.2801,0.4202,0.5603,0,,0,0,1.8211,0,7.8448,1.2607,3.7823,2.8017,0,0,0,0,0.14,0,0,0.0016,0.14,0,0.0008,0.0145,25
Alejandro Balde,Barcelona,2486.5931,0.0254,0.0586,0.095,0.4343,0.2132,-0.0086,0.1141,0.0134,0.1041,4.5604,2.7507,5.6462,3.3298,0.5897,0.0389,0.2889,2.8955,0.6152,1.6287,0.6206,0.6514,9.8809,1.4839,0.3619,0,0.0142,0,0.7019,0.7031,7.275,0.1085,0.1085,0,0,0.0061,7.3835,0.4431,0.2736,0.3019,0.9746,0.9657,0.9748,0.8378,0.8605,0.8688,48.8982,6.4279,0.7238,1.1944,0.5268,3.366,0.0361,1.5925,0.4431,0,8.4071,8.2828,8.4992,0.282,0.282,112.7084,0,0,4.3432,1.0496,4.488,2.1716,0.1809,0.0248,3.1488,2.0268,0.6436,53.0782,,0.7962,0.6514,0.8324,0.6876,0.8368,2.3164,0.3184,2.1354,4.5966,0.4652,0,0.6969,1.1944,0.0723,0.1447,2.0268,0.3035,0.3619,0.941,0.7791,1.2667,0.5072,1.9544,0.5625,3.0471,2.5623,2.8395,2.4973,3.4746,0.0293,0.033,2.4973,0.5791,0.3981,0.5791,2.2078,1.3753,2.063,1.7011,1.122,1.6287,7.2623,7.9401,7.4619,1.5563,2.3164,0,0,0,2.5335,0.9048,1.4477,0.5067,0.1085,0.2171,0.2123,0.1432,0.1315,0.5901,2.2078,0.7962,48.1381,7.2388,2.1716,0.2895,0.1447,0.76,0.1617,0.1263,0.7118,47.0885,19.4724,3.185,0.2006,0.1272,16.4675,0.672,53.7482,1.0496,3.185,0.1333,0.8848,0.2533,15.1033,1.882,0.7979,45.7855,0.2004,0.1226,0.6768,15.3462,1.4115,16.1374,0.4343,1.4115,15.4493,0,0.1085,0.6152,47.559,0.2895,1.9544,0,1.0496,0.2895,0.0361,0.7238,0,,0,0.0361,0,0.0008,5.61,1.5563,1.6287,2.425,0,0,0,0.0099,0.4343,0.3257,0.25,0.0038,0.1809,1.7735,0.0254,0.0959,22
