Player,Current Team,Minutes,Non Penalty xG,Non Penalty xG/Shot,Open Play xG Assisted,Shots,OBV,Shot OBV,Dribble & Carry OBV,Defensive Action OBV,Pass OBV,Deep Progressions,Touches in box,Line Breaking Passes,Line Breaking Passes Completed,Line Breaking Passes Completed%,Line Breaking Passes On Ball Value,Ball Receipts in Space 10m%,Turnovers,Fouls,Fouls Won,Aerial Win%,Aerial Wins,Pressures,Tackles & Interceptions,Dribbled Past,Goal Kicks,Goals Saved Above Average,Long Goal Kicks,Non Penalty PSxG Faced,Non Penalty Save%,Non Penalty Shots Faced,Penalty Goals Conceded,Penalties Faced,Saves,Short Goal Kicks,Shot Stopping%,Shots Faced,Box Cross%,Ball Receipts in Space 10m% in Final Third,Ball Receipts in Space 10m% in Opposing Half,Ball Receipts in Space 2m%,Ball Receipts in Space 2m% in Final Third,Ball Receipts in Space 2m% in Opposing Half,Ball Receipts in Space 5m%,Ball Receipts in Space 5m% in Final Third,Ball Receipts in Space 5m% in Opposing Half,Carries,Carry Length,Clearances,Dispossessed,Dribble%,Dribbles,Errors,Failed Dribbles,Open Play Box Cross%,Penalty Wins,Space Received In,Space Received in Final Third,Space Received in Opposing Half,Successful Box Cross%,Successful Open Play Box Cross%,Touches,Goalkeeper OBV,Second Yellow Cards,Aggressive Actions,All Aerials,Ball Recoveries,Ball Recoveries in Opposing Half,Blocked Shots,Blocks/Shot,Counterpressures,Counterpressures in Opposing Half,Counterpressures in Opposing Half%,Defensive Action Distance,Goalkeeper Aggressive Distance,Goals Conceded,Interceptions,Non Aerial Duels,Non Penalty Goals Conceded,Non Penalty xG Faced,Opposition Non Penalty Shots on Target,Opposition Non Penalty Shots on Target%,Opposition Shots Outside Box,Pressures in Opposing Half,Pressures in Opposing Half%,Red Cards,Tack/Dribbled Past%,Tackles,Yellow Cards,Assists,Crosses,Crossing%,Deep Completions,Key Passes,Left To Right Footedness%,Line Breaking Passes Completed in Final Third,Line Breaking Passes Completed in Final Third%,Line Breaking Passes Completed in Opposing Half,Line Breaking Passes Completed in Opposing Half%,Line Breaking Passes Distance,Line Breaking Passes Distance in Final Third,Line Breaking Passes Distance in Opposing Half,Line Breaking Passes in Final Third,Line Breaking Passes in Opposing Half,Line Breaking Passes On Ball Value in Final Third,Line Breaking Passes On Ball Value in Opposing Half,Line Breaking Passes Received,Line Breaking Passes to Space 10m,Line Breaking Passes to Space 10m in Final Third,Line Breaking Passes Received 10m in Opposing Half,Line Breaking Passes Received 2m,Line Breaking Passes Received 2m in Final Third,Line Breaking Passes Received 2m in Opposing Half,Line Breaking Passes Received 5m,Line Breaking Passes Received 5m in Final Third,Line Breaking Passes Received 5m in Opposing Half,Line Breaking Passes Received Distance,Line Breaking Passes Received Distance in Final Third,Line Breaking Passes Received Distance in Opposing Half,Line Breaking Passes Received in Final Third,Line Breaking Passes Received in Opposing Half,Line Breaking Passes to Space 10m,Line Breaking Passes to Space 10m in Final Third,Line Breaking Passes to Space 10m in Opposing Half,Line Breaking Passes to Space 2m,Line Breaking Passes to Space 2m in Final Third,Line Breaking Passes to Space 2m in Opposing Half,Line Breaking Passes to Space 5m,Line Breaking Passes to Space 5m in Final Third,Line Breaking Passes to Space 5m in Opposing Half,Line Breaking Passes/Pass in Final Third%,Line Breaking Passes/Pass in Opposing Half%,Line Breaking Passes/Pass%,Long Ball%,Long Balls,Non Throw-in Key Passes,Non Throw-in Passes,Non Throw-in Passes from Defensive Third,Non Throw-in Passes Into Final Third ,Non Throw-in Through Balls,Open Play Assists,Open Play Key Passes,Open Play Pass Backward% in Final Third,Open Play Pass Forward% in Final Third,Open Play Pass Sideways% in Final Third,Open Play Passes,Open Play Passes in Final Third,Open Play Passes Into Box,Pass Backward%,Pass Forward%,Pass Length,Pass Sideways%,Passes,Passes Inside Box,Passes Into Box,Passes Being Pressured%,Passing%,Pressured Long Balls,Pressured Pass Length,Pressured Passes in Defensive Third,Pressured Pass%,Received Passes,Successful Open Play Pass Backward% in Final Third,Successful Open Play Pass Forward% in Final Third,Successful Open Play Pass Sideways% in Final Third,Successful Open Play Passes in Final Third,Successful Open Play Passes Into Box,Successful Pass Length,Successful Passes Inside Box,Successful Passes Into Box,Successful Pressured Pass Length,Successful Set Piece Passes Into Box,Successful Through Balls,Successful Crosses,Successful Passes,Through Balls,Unpressured Long Balls,Corners,Free Kicks,Free Kicks from Defensive Third,Free Kicks from Final Third,Free Kicks from Middle Third,Penalties,Penalty Conversion%,Set Piece Assists,Set Piece Key Passes,Set Piece Passes Into Box,Set Piece xG Assisted,Throw-ins,Throw-Ins from Defensive Third,Throw-Ins from Final Third,Throw-Ins from Middle Third,Goal Conversion%,Goals & Penalty Goals,Non Penalty Goals,Non Penalty PSxG,Non Penalty Shots,Open Play Shots,Shooting%,Shot Touch%,Shots Outside Box,Successful Dribbles,xG,xG Assisted,Age
Hugo Novoa,Mirandés,275.6802,0.1585,0.4858,0.0329,0.3264,-0.0155,-0.1045,0.0485,-0.0025,0.0382,0.6529,0.6529,3.9175,2.6117,0.6666,0.0662,0.093,2.9381,0.3264,0.3264,0.1538,0.6529,17.6291,2.6117,0.6529,0,-0.8392,0,1.1195,0.4,8.8145,0,0,0,0,-0.257,8.8145,0.5,0.0454,0.0333,0.8604,0.8181,0.8333,0.5348,0.4545,0.4333,20.2408,10.6198,2.2852,0.9793,0.4285,2.2852,0,1.3058,0.5,0,5.4519,4.5973,4.6309,1,1,52.5609,0,0,8.1616,4.244,4.5705,1.6323,0.3264,0.037,3.9175,3.9175,1,51.7681,,1.9587,0.3264,2.2852,1.9587,0.995,3.2646,0.3703,2.2852,7.1822,0.4074,0,0.7777,2.9381,0,0,0.6529,1,0.3264,0.6529,0.0714,0.9793,0.6,1.6323,0.625,1.9391,0.8498,1.8312,1.6323,2.6117,0.0588,0.0578,2.6117,0,0,0,1.9587,0.6529,1.3058,0.9793,0.3264,0.3264,3.5752,3.0625,2.9686,0.9793,1.6323,0,0,0,1.3058,0.3264,0.6529,0.3264,0,0.3264,0.238,0.2424,0.2222,1,1.6323,0.6529,19.5879,3.5911,0.6529,0,0,0.6529,0.1923,0.1538,0.6538,19.5879,8.488,1.3058,0.1571,0.1857,15.2208,0.6571,22.8525,0,1.3058,0.1714,0.7714,0,9.2241,0.3264,0.5833,16.9761,0.3125,0.0625,0.625,5.2234,0.6529,16.459,0,0.6529,10.3728,0,0,0.6529,17.6291,0,1.6323,0,0,0,0,0,0,,0,0,0,0,3.2646,0.6529,0.6529,1.9587,0,0,0,0,0.3264,0.3264,0,0.0062,0,0.9793,0.1585,0.0329,22
Diego López,Valencia,2943.0245,0.1538,0.1143,0.1337,1.3455,0.161,0.042,0.078,-0.0064,0.0458,2.6605,5.0764,4.5871,2.3853,0.52,0.0391,0.0852,4.0672,0.6727,1.1926,0.2179,0.5198,19.5411,1.6513,0.9174,0,0.034,0,1.0738,0.6964,10.061,0.1223,0.214,0,0,0.0099,10.2751,0.4302,0.108,0.0939,0.8335,0.8698,0.8546,0.4167,0.4681,0.4397,27.278,6.7277,0.3975,0.8562,0.3098,2.1712,0,1.4984,0.4302,0.0305,5.038,5.415,5.2039,0.2424,0.2424,69.8159,0,0,8.6237,2.3853,4.0366,2.5687,0.0611,0.006,8.1956,6.1773,0.7537,65.0925,,1.2232,0.7645,0.8868,1.0397,1.001,3.425,0.3404,3.6085,11.1314,0.5696,0,0.4915,1.8042,0.0917,0.1223,1.6207,0.3018,0.3975,1.1009,0.133,1.1926,0.4875,1.6513,0.5094,3.4864,2.4148,3.097,2.4464,3.2415,0.0362,0.0377,8.532,0.2446,0.1223,0.1529,6.3913,2.9051,4.5871,2.3547,1.3149,1.7736,3.9917,4.2768,3.9841,3.792,6.0855,0.1834,0.0305,0.0917,1.4984,0.6116,0.9174,0.581,0.2446,0.3669,0.2298,0.1876,0.1766,0.5714,1.4984,0.9785,28.0119,2.4158,1.8654,0.214,0.1223,0.9785,0.1394,0.1474,0.7131,27.8896,15.3515,2.6299,0.1647,0.1404,16.0385,0.6948,28.96,1.2538,2.6299,0.2523,0.7307,0.3058,14.6873,0.8868,0.6736,27.8896,0.197,0.1402,0.6626,10.2445,1.0091,16.5197,0.3669,1.0091,16.1965,0,0.1223,0.4892,21.1619,0.214,1.1926,0,0,0,0,0,0,,0,0,0,0,0.948,0.0917,0.5504,0.3058,0.1818,0.2446,0.2446,0.1969,1.3455,1.1009,0.3181,0.0192,0.3363,0.6727,0.1538,0.1337,23
Perez Martinez,Rayo Vallecano,695.5121,0.034,0.0438,0.2216,0.7764,0.1234,-0.0377,0.0533,0.0038,0.1033,2.0704,3.3644,4.529,2.1998,0.4857,0.0346,0.0704,3.3644,1.294,1.5528,0.3333,0.3882,19.7983,2.9762,0.9058,0,0.2237,0,1.0001,0.7857,10.8696,0.2588,0.2588,0,0,0.0617,11.1284,0.6818,0.0648,0.0783,0.8262,0.8055,0.8313,0.4319,0.4537,0.4638,32.7384,8.1364,0.2588,2.4586,0.3636,2.8468,0,1.8116,0.7142,0,5.0316,4.9775,5.1905,0.25,0.2857,76.476,0,0,11.7754,1.1646,3.4938,2.0704,0.1294,0.0119,7.3758,5.3054,0.7192,56.8911,,1.1646,0.7764,2.1998,0.7764,1.0691,3.6232,0.3333,3.235,9.1874,0.464,0,0.7083,3.1056,0.1294,0,2.8468,0.1818,0.2588,0.9058,0.1864,0.9058,0.4117,1.5528,0.5217,2.7744,3.2619,2.7917,2.1998,2.9762,0.0237,0.0343,6.0818,0.2588,0.2588,0.2588,3.882,1.5528,2.8468,1.4234,0.9058,1.0352,3.6593,4.1309,3.7462,2.8468,4.529,0,0,0,1.5528,0.9058,1.294,0.2588,0.1294,0.1294,0.1827,0.1575,0.1658,0.421,2.4586,0.9058,29.7622,2.8468,1.4234,0.1294,0,0.9058,0.1774,0.0887,0.7338,29.6328,16.0457,2.7174,0.2372,0.1186,16.2057,0.644,30.5386,1.0352,2.8468,0.2669,0.7288,0.9058,15.9552,1.294,0.6666,32.609,0.2625,0.1,0.6375,10.352,0.9058,15.2343,0.2588,1.0352,13.3899,0.1294,0.1294,0.5176,22.2569,0.1294,1.5528,0.1294,0,0,0,0,0,,0,0,0.1294,0,0.7764,0,0.3882,0.3882,0,0,0,0.0134,0.7764,0.647,0.1666,0.0101,0.2588,1.0352,0.034,0.2216,23
Duk,Leganés,233.1408,0.0092,0.0119,0.1602,0.772,0.1801,-0.0162,-0.0267,0.0256,0.1998,1.5441,4.2463,3.4742,1.9301,0.5555,0.1604,0.16,5.7904,2.3161,5.0184,0.3076,1.5441,16.2133,3.4742,1.158,0,0.4977,0,1.2698,0.7777,11.967,0,0,0,0,0.1432,11.967,0.4285,0.2187,0.1555,0.8,0.8437,0.8222,0.46,0.5937,0.4888,32.4267,7.5424,0.386,4.6323,0.6428,5.4044,0,1.9301,0.4285,0,5.4829,6.4219,5.6631,0.5,0.5,65.2395,0,0,7.7206,5.0184,5.4044,3.0882,0,0,11.967,10.8089,0.9032,64.7796,,0.772,0.386,3.0882,0.772,0.9183,3.4742,0.2903,3.8603,8.4927,0.5238,0,0.7272,4.2463,0.386,0,1.9301,0.4,0.772,1.9301,0.1666,1.5441,0.5714,1.5441,0.5,3.0355,3.1897,3.1897,2.7022,3.0882,0.16,0.1582,5.0184,0.386,0,0,3.0882,1.5441,2.7022,2.7022,1.5441,2.3161,5.096,5.3149,4.9345,2.7022,4.2463,0,0,0,1.5441,1.158,1.158,0.386,0.386,0.386,0.28,0.2352,0.2093,0,0.386,1.9301,19.3016,1.9301,1.158,0,0,1.9301,0.1176,0.147,0.7352,19.3016,13.1251,2.7022,0.2407,0.1666,15.0692,0.5925,20.8457,1.5441,2.7022,0.2777,0.6851,0.386,13.9906,1.158,0.6,24.32,0.1904,0.0952,0.7142,8.1066,0.772,14.814,0.386,0.772,11.8322,0,0,0.772,14.2832,0,0,0,0,0,0,0,0,,0,0,0,0,1.5441,0,1.158,0.386,0,0,0,0.0103,0.772,0,0.5,0.0118,0.772,3.4742,0.0092,0.1602,25
Luka Sučić,Real Sociedad,1941.8392,0.1626,0.0816,0.1203,1.9929,0.1354,0.0192,0.082,0.0262,0.0026,4.1249,2.1783,6.3496,3.0589,0.4817,0.029,0.0799,2.4564,0.6025,0.9733,0.3968,1.1586,17.3804,1.9002,0.7415,0,-0.1503,0,0.9156,0.676,10.0574,0.1853,0.278,0,0,-0.0457,10.3355,0.2391,0.0581,0.0815,0.8938,0.8662,0.8944,0.5363,0.529,0.5539,38.7931,6.487,0.8342,0.8806,0.4666,2.0856,0.0463,1.1123,0.2222,0,5.5942,5.2763,5.6371,0,0,92.5102,0,0,8.2035,2.9199,4.8201,3.0126,0.0926,0.0092,8.0645,5.5153,0.6839,66.058,,1.2513,0.8342,1.0659,1.0659,0.8422,3.2906,0.3271,3.8468,10.7063,0.616,0,0.5897,1.8075,0.139,0.0926,0.6025,0.0769,0.3244,1.1586,0.8181,1.0196,0.4489,1.9929,0.4725,4.3511,3.6216,4.0127,2.271,4.2176,0.0222,0.0213,6.3496,0.0463,0.0463,0.0463,5.0519,1.6221,3.1053,2.41,0.7879,1.3904,4.2044,3.8982,3.9069,2.2246,4.0786,0.139,0,0.0463,2.271,0.8342,1.5294,1.0196,0.278,0.6025,0.239,0.2087,0.1725,0.6268,3.1053,1.1123,40.7397,4.3566,3.5687,0.278,0.0926,1.1123,0.1003,0.2188,0.6808,39.6737,15.2484,2.0856,0.1602,0.1363,17.8464,0.7034,40.786,0.5098,2.1319,0.2329,0.842,0.4634,14.8779,1.8075,0.7951,37.449,0.1271,0.1483,0.7245,10.938,0.5098,17.2401,0.3244,0.5098,14.2601,0,0.139,0.0463,34.3437,0.278,2.6418,0.0463,0.2317,0,0.0463,0.1853,0,,0,0,0.0463,0,0.0463,0,0.0463,0,0.0232,0.0463,0.0463,0.1385,1.9929,1.4831,0.2558,0.0215,1.344,0.9733,0.1626,0.1203,23
Peque,Sevilla,1251.8214,0.1419,0.1096,0.0668,1.2941,-0.006,-0.0161,0.0582,-0.0479,-0.002,2.732,4.098,3.4509,1.7254,0.5,0.007,0.0294,2.6601,1.7973,2.1568,0.2051,0.5751,20.7777,2.0849,0.7189,0,-0.0721,0,1.0062,0.6428,7.7646,0.1437,0.1437,0,0,-0.0238,7.9084,0.4285,0.0093,0.024,0.7875,0.7943,0.8028,0.3529,0.3457,0.3557,26.3136,4.6571,0.2156,1.9411,0.4545,1.5816,0.0718,0.8627,0.3333,0,4.3317,4.1644,4.3477,0.3333,0.3333,63.4116,0,0,12.294,2.8039,3.7385,2.1568,0.0718,0.0092,7.6927,5.6078,0.7289,65.8248,,1.2222,0.5751,1.5098,1.0784,0.8583,3.0196,0.3888,2.8758,11.9346,0.5743,0,0.6774,2.2287,0,0.0718,0.647,0.2222,0.3594,0.8627,0.1169,0.5032,0.4117,1.0784,0.4838,3.7824,3.0103,2.757,1.2222,2.2287,-0.0018,0.0032,6.9019,0.0718,0,0.0718,4.3137,1.6535,3.1633,1.2222,0.5032,0.7908,3.2027,3.1523,3.1479,2.732,5.0326,0.0718,0,0,1.2222,0.4313,0.7189,0.4313,0,0.0718,0.1619,0.1476,0.1514,0.6666,2.1568,0.7908,25.8103,1.6535,2.732,0.3594,0.0718,0.7908,0.1454,0.1878,0.6666,24.3005,11.8627,0.8627,0.1949,0.142,16.1949,0.6629,25.8103,0.7189,1.0065,0.2952,0.8189,0.1437,13.1904,0.3594,0.7924,26.4574,0.1735,0.1322,0.6942,8.6993,0.4313,15.7504,0.1437,0.4313,12.9473,0,0.1437,0.1437,21.1372,0.3594,2.013,0.2875,0.0718,0,0,0.0718,0,,0,0,0.1437,0,0,0,0,0,0.0555,0.0718,0.0718,0.1193,1.2941,1.1503,0.2222,0.0204,0.4313,0.7189,0.1419,0.0668,23
Antonio Blanco,Deportivo Alavés,2976.9551,0.0223,0.0284,0.0393,0.786,0.1425,-0.0172,0.0514,0.0353,0.0615,4.6859,0.3627,10.1882,5.7441,0.5637,0.0465,0.2031,0.4534,2.6906,1.0278,0.4,1.0883,21.7067,3.4464,1.4813,0,0.0745,0,0.9512,0.704,9.4626,0.272,0.272,0,0,0.0251,9.7347,0.3787,0.1134,0.1754,0.9464,0.9587,0.959,0.66,0.6597,0.6754,28.5089,4.7434,1.693,0.8465,0.75,0.4837,0.0302,0.1209,0.3968,0,7.0702,6.5801,6.9555,0.3636,0.4,78.4526,0,0.0302,12.8184,2.7209,4.9883,2.1767,0.2116,0.0223,7.6487,4.2627,0.5573,48.9503,,1.179,1.2999,2.1464,0.8767,0.8784,2.9627,0.313,3.0836,6.9836,0.3217,0,0.5916,3.6278,0.3023,0.0302,0.7558,0.32,0,0.4232,0.0829,0.7558,0.4166,2.9929,0.5469,3.6557,2.4268,3.6714,1.8139,5.472,0.024,0.0351,1.2697,0.0604,0,0.0302,1.2092,0.2116,0.6046,0.5139,0.0906,0.2418,5.0333,4.9736,4.8477,0.2116,0.6348,0.2418,0,0.1511,4.2022,0.4534,2.2674,1.6023,0.1209,0.7255,0.3973,0.3591,0.2987,0.5639,5.1999,0.4232,38.8181,6.4394,6.8929,0.0906,0.0302,0.393,0.0182,0.3645,0.6171,36.9135,11.6091,1.9046,0.0511,0.2728,20.9827,0.6759,38.9995,0.0604,1.9953,0.1728,0.7914,0.6651,17.2693,1.8139,0.7443,27.2694,0.03,0.2746,0.6952,7.0441,0.6046,19.8822,0,0.6651,16.5034,0.0604,0.0604,0.2418,30.8671,0.0906,4.5348,0,1.6627,0.0906,0,1.572,0,,0,0,0.0906,0,0.1813,0,0.0604,0.1209,0,0,0,0.0199,0.786,0.4837,0.1153,0.01,0.6651,0.3627,0.0223,0.0393,25
Jesús Vázquez,Valencia,1021.6613,0.0133,0.0303,0.0708,0.4404,0.2042,-0.015,0.0761,0.0594,0.0572,4.7569,2.0261,5.4616,2.2022,0.4032,0.0028,0.2345,1.938,1.6737,1.1451,0.3703,0.8809,16.8255,4.0522,0.969,0,0.0924,0,1.3257,0.6818,10.9233,0.088,0.2642,0,0,0.0238,11.1876,0.6842,0.1728,0.2327,0.9218,0.8641,0.9182,0.6584,0.5679,0.6415,29.9512,7.1015,1.938,1.1451,0.4814,2.3784,0,1.2332,0.6842,0,7.1961,5.982,7.0439,0.6666,0.6666,81.7492,0,0,10.7472,2.3784,4.6688,1.4094,0.4404,0.0403,5.2855,3.5236,0.6666,48.2208,,1.4094,1.2332,2.8189,1.2332,1.1164,3.876,0.3548,3.4355,5.9021,0.3507,0,0.7441,3.7879,0.2642,0,1.4975,0.1764,0.088,0.1761,0.6644,0.5285,0.3,1.0571,0.375,2.8871,3.5642,3.2553,1.7618,2.8189,0.0008,0.0022,3.3474,0.4404,0.1761,0.1761,2.5546,1.5856,2.1142,1.4094,0.7928,1.1451,5.1335,4.1158,4.5013,2.3784,2.907,0,0,0,1.4975,0.4404,0.7928,0.3523,0.088,0.1761,0.2173,0.1916,0.1968,0.3548,2.7308,0.1761,30.8321,6.3426,2.907,0.088,0,0.1761,0.1688,0.2532,0.5779,30.3916,13.5661,1.6737,0.192,0.2163,15.9836,0.5916,39.9055,0.8809,1.6737,0.192,0.7748,0.2642,13.3394,1.8499,0.5977,25.7228,0.245,0.2352,0.5196,8.9853,0.2642,14.8616,0.088,0.2642,13.6813,0,0,0.2642,30.9202,0.088,2.4665,0,0.4404,0,0,0.4404,0,,0,0,0,0,9.0734,1.938,3.0832,4.0522,0,0,0,0.0014,0.4404,0.3523,0.2,0.0053,0.1761,1.1451,0.0133,0.0708,22
Miguel Gutiérrez,Napoli,2680.6582,0.0475,0.0488,0.1222,0.9736,0.1562,-0.0376,0.0779,0,0.1022,3.8274,3.0552,7.4869,4.3645,0.5829,0.08,0.1784,1.4772,1.175,1.3765,0.2903,0.3021,10.8443,2.0144,0.5371,0,-0.123,0,1.1528,0.6161,10.24,0.0671,0.1342,0,0,-0.037,10.3743,0.6296,0.1565,0.1729,0.9421,0.9439,0.9476,0.6352,0.6238,0.6468,40.5907,6.0527,0.8729,1.0072,0.653,1.6451,0.0671,0.5707,0.584,0,6.7615,6.4555,6.735,0.5483,0.5098,102.2323,0,0,6.144,1.0407,4.1967,1.9137,0.235,0.0229,4.2974,2.8202,0.6562,54.7298,,1.3765,0.8393,1.175,1.2758,0.9329,3.3238,0.3245,4.0288,5.3046,0.4891,0,0.6862,1.7122,0.1342,0.1678,3.9617,0.3389,0.3357,1.3429,0.794,2.0144,0.4687,2.988,0.5266,3.9291,3.2413,3.866,4.2974,5.6739,0.0586,0.0696,4.3645,0.2014,0.1007,0.1678,3.6931,1.9472,2.988,1.4772,0.5371,1.1415,4.6386,4.1512,4.6474,2.3165,3.4916,0.3021,0.0335,0.235,3.1895,1.4101,2.1151,1.175,0.4028,0.7721,0.3413,0.2428,0.1896,0.5766,4.5996,1.175,44.5524,8.2591,2.9209,0.235,0.1342,1.0072,0.1766,0.165,0.6583,42.4709,20.1443,4.1967,0.2052,0.1361,18.8508,0.6585,51.0322,0.8393,5.4389,0.1263,0.8282,0.3357,16.8584,2.283,0.7916,39.4492,0.2436,0.1461,0.6102,14.4703,1.7122,17.8778,0.2685,2.0815,16.1051,0.3693,0.1007,1.3429,42.2694,0.235,4.2638,0.7386,1.4101,0.1678,0.6714,0.5707,0,,0.0335,0.2014,1.2422,0.0088,6.4797,1.2086,2.6859,2.5851,0.0344,0.0335,0.0335,0.0249,0.9736,0.7386,0.3103,0.0095,0.5707,1.0743,0.0475,0.1311,24
Juanmi Latasa,Real Valladolid,1558.8009,0.2793,0.1152,0.0338,2.4249,-0.2288,-0.0984,-0.0133,-0.0507,-0.0532,0.866,7.3325,2.2517,0.6351,0.282,0.0111,0,2.1939,2.6558,2.3672,0.5662,5.4272,22.1708,0.2886,0.5196,0,-0.4011,0,1.7928,0.5581,13.6835,0.1732,0.1732,0,0,-0.0807,13.8568,0.25,0,0,0.467,0.3928,0.4689,0.1116,0.0595,0.1241,9.9884,3.9097,0.7505,1.1547,0.5384,0.7505,0.0577,0.3464,0.25,0,2.3684,2.0015,2.4214,0.1666,0.1666,40.7043,0,0,11.7205,9.5842,1.963,1.2124,0.0577,0.0042,6.6974,5.8314,0.8706,75.2848,,2.3672,0.0577,0.2309,2.1939,1.353,4.9653,0.3628,4.9653,14.896,0.6718,0.0577,0.3076,0.7505,0.3464,0,0.4618,0.125,0.5196,0.6928,0.4492,0.1154,0.1818,0.4041,0.2187,1.8492,1.2658,2.0611,0.6351,1.8475,0.0142,0.0103,8.0831,0,0,0,3.8106,1.3856,2.7136,0.6351,0.1154,0.5196,2.2003,1.9106,2.2105,3.4642,5.9468,0,0,0,0.3464,0.0577,0.2886,0.0577,0,0,0.1549,0.2335,0.1813,0.7142,0.8083,0.8083,14.7805,0.4618,1.9053,0.0577,0,0.8083,0.0689,0.1379,0.7931,13.4526,6.6974,1.3856,0.164,0.121,17.5738,0.7148,14.7805,0.6351,1.3856,0.5078,0.6132,0.2309,16.6969,0.4618,0.4769,17.3787,0.1296,0.074,0.7962,3.1177,0.3464,16.7624,0.2886,0.3464,14.4411,0,0,0.0577,9.0646,0.0577,0.5773,0,0.1154,0,0,0.1154,0,,0,0,0,0,0,0,0,0,0.0714,0.1732,0.1732,0.2118,2.4249,1.6743,0.2857,0.0595,0.1154,0.4041,0.2793,0.0338,24
Mika Mármol,Las Palmas,2663.6642,0.0163,0.0483,0.0508,0.3378,0.2147,-0.0219,0.0347,-0.0002,0.1766,4.7641,0.9798,12.5015,6.4873,0.5189,0.0801,0.4742,0.3716,1.4528,0.4392,0.6,1.2163,12.5691,3.7842,0.7771,0.2365,0.1076,0,1.3915,0.6859,12.0285,0.1351,0.2365,0,0.2365,0.0263,12.265,0.5,0.3023,0.3945,0.9776,0.9224,0.9616,0.8601,0.7596,0.8273,33.4163,4.5494,3.2098,0.473,0.5,0.2703,0,0.1351,0.4285,0,9.7816,7.9683,9.0476,0.3666,0.3333,99.7423,0,0,7.3657,2.0272,2.1624,0.5406,0.473,0.0393,4.8316,2.061,0.4265,39.6291,,1.4866,1.9934,1.7907,1.2839,1.3432,4.0883,0.3398,3.9194,3.1422,0.25,0,0.6973,2.5678,0.1689,0.0337,1.9597,0.2413,0.1351,0.5743,0.7836,0.7771,0.3709,2.6692,0.5129,2.9821,2.1533,2.6967,2.0948,5.2033,0.0402,0.0523,0.7433,0.1351,0.1013,0.1013,0.6757,0.4054,0.5068,0.4054,0.2365,0.304,5.6235,5.7631,5.5733,0.473,0.5743,0.0337,0,0.0337,4.3248,0.4054,1.7569,1.4528,0.1013,0.4054,0.4275,0.3532,0.305,0.4147,8.7173,0.5068,45.58,13.853,6.4535,0,0.0337,0.473,0.0521,0.3791,0.5686,44.4312,12.2988,2.1286,0.0558,0.3398,22.3273,0.6042,51.9997,0.2703,3.3788,0.1299,0.7465,1.3853,21.4532,2.5341,0.64,36.5248,0.0887,0.3691,0.542,7.2306,0.6081,19.4586,0.1689,1.0136,19.8117,0.4054,0,0.473,38.8224,0,7.332,0,0.9122,0.4054,0,0.5068,0,,0,0.0675,1.2501,0.0034,6.4197,1.8245,2.3313,2.2637,0,0,0,0.001,0.3378,0.1013,0.1,0.0033,0.1689,0.1351,0.0163,0.0542,24
Marvin Park,Las Palmas,1185.5978,0.0232,0.0613,0.0671,0.3795,0.078,-0.0171,0.0504,-0.0228,0.0756,3.1123,2.3532,7.5911,3.8714,0.51,0.0749,0.2807,1.8977,2.0495,1.5182,0.3666,0.835,15.2581,3.9473,0.9109,0,0.0773,0,1.0642,0.745,11.6143,0.2277,0.4554,0,0,0.0199,12.0698,0.6538,0.2255,0.2657,0.8895,0.8721,0.8693,0.675,0.6315,0.6621,28.9221,7.4781,1.7459,1.67,0.2727,0.835,0,0.6072,0.6734,0,7.3976,6.6079,7.1189,0.5333,0.6153,80.162,0,0,8.1224,2.2773,4.251,2.2014,0.3795,0.0326,6.2247,4.0991,0.6585,49.2159,,1.3663,1.5182,2.4291,0.9868,1.0971,3.8714,0.3333,4.6305,6.1487,0.4029,0,0.7272,3.34,0.3036,0,2.8846,0.2368,0.1518,0.5313,0.0411,1.8977,0.4629,2.8846,0.5277,2.7929,2.4453,2.7652,4.0991,5.4655,0.0668,0.074,2.8846,0.5313,0.3795,0.4554,1.8977,1.2145,1.3663,0.835,0.5313,0.6072,4.6924,4.7363,4.8103,1.7459,2.1255,0,0,0,2.2773,1.2145,1.8218,0.7591,0.0759,0.4554,0.3884,0.3257,0.2475,0.5689,4.4028,0.5313,33.7045,6.6801,2.1255,0,0,0.5313,0.1223,0.1436,0.734,32.8694,14.2712,3.7196,0.1607,0.2098,19.0432,0.6294,38.7146,0.6072,3.9473,0.1725,0.7392,0.7591,17.3329,1.7459,0.625,27.8593,0.1743,0.1284,0.6972,8.2743,0.9868,18.1356,0.0759,1.1386,18.2239,0.1518,0,0.6831,28.6184,0,3.6437,0,0.835,0.2277,0,0.6072,0,,0,0,0.2277,0,5.0101,0.9868,1.5182,2.505,0,0,0,0,0.3795,0.3036,0,0.0047,0.0759,0.2277,0.0232,0.0671,25
