Position,Name,Team,Age,90s Played,Appearances,Minutes Played,Starting Appearances,Assists,Key Passes,Open Play Assists,Open Play Key Passes,Open Play xG Assisted,Set Piece Assists,Set Piece Key Passes,Set-Piece xG Assisted,xG Assisted,Dispossessed,Dribble%,Dribbles,Failed Dribbles,Fouls Won,Penalty wins,Successful Dribbles,Turnovers,Over/Underperformance,Scoring Contribution,Shots & Key Passes,xG & xG Assisted,Goal Conversion%,Goals & Penalty Goals,Non-Penalty Goals,Penalty Conversion%,Post Shot xG,Shooting%,Shots,Shot Touch%,xG,xG/Shot,Red Cards,Second Yellow Cards,Yellow Cards,Aggressive Actions,Average Defensive Action Distance,Ball Recoveries,Blocks/Shot,Clearances,Defensive Action Regains,Defensive Actions,Interceptions,Opposition Half Ball Recoveries,PAdj Clearances,PAdj Interceptions,Aerial Win%,Aerial Wins,Dribbled Past,Dribbles Successfully Defended%,Errors,Fouls,PAdj Tackles,PAdj Tackles & Interceptions,Tack/Dribbled Past%,Tackles,Tackles & Interceptions,Average Pressure Distance,Counterpressure Regains,Counterpressures,Counterpressures in Opposing Half,Counterpressures in Opposing Half%,PAdj Pressures,Pressure Regains,Pressures,Pressures in Opposing Half,Pressures in Opposing Half%,Crossing%,Deep Completions,Open Play Final Third Passes,OP Passes Into Box,Passes Inside Box,Passes Into Box,Passes + Touches In Box,Set Piece Passes Into Box,Successful Box Cross%,Successful Crosses,Throughballs,Touches In Box,Carries,Carry%,Carry Length,Deep Progressions,xGBuildup,xGChain,Final Third Pass Backward%,Final Third Pass Forward%,Final Third Pass Sideways%,Pass Backward%,Pass Forward%,Pass Sideways%,Average Pass Distance,Being Pressured Change in Pass%,Left to Right Footedness%,Long Ball%,Long Balls,Open Play Passes,Passes Being Pressured%,Passing%,Pressured Long Balls,Pressured Pass%,Unpressured Long Balls,Being Pressured Change in Pass Length,Pass Length,Pass Length Ratio,Pressured Pass Length,Pressured Pass Length Ratio,Successful Pass Length,Successful Pressured Pass Length,Claims - CCAA%,Goalkeeper Aggressive Distance,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,All Shots Faced,Expected Save%,Goals Conceded,Goals Saved Above Average,Penalties Conceded,Penalties Faced,Positioning Error,PSxG Faced,Save%,Shots Faced,Shots Faced On Target%,Shot Stopping%,xG Faced,Defensive Action OBV,Dribble & Carry OBV,Goalkeeper OBV,OBV,Pass OBV,Shot OBV,Average SRI,Average SRI F2,Average SRI F3,BRIS 10m%,BRIS 2m%,BRIS 5m%,BRIS F2 10m%,BRIS F2 2m%,BRIS F2 5m%,BRIS F3 10m%,BRIS F3 2m%,BRIS F3 5m%,LBP,LBP Completed,LBP Completed %,LBP Completed F2,LBP Completed F2%,LBP Completed F3,LBP Completed F3%,LBP F2,LBP F3,LBP OBV,LBP OBV F2,LBP OBV F3,LBP/Pass%,LBP/Pass F2%,LBP/Pass F3%,LBP Received,LBP Received F2,LBP Received F3,LBP Avg Dist,LBP Avg Dist in F2,LBP Avg Dist in F3,LBP Received 10m,LBP Received 10m in F2,LBP Received 10m in F3,LBP Received 2m,LBP Received 2m in F2,LBP Received 2m in F3,LBP Received 5m,LBP Received 5m in F2,LBP Received 5m in F3,LBP Received Avg Dist,LBP Received Avg Dist in F2,LBP Received Avg Dist in F3,LBP to Space 10m,LBP to Space 10m in F2,LBP to Space 10m in F3,LBP to Space 2m,LBP to Space 2m in F2,LBP to Space 2m in F3,LBP to Space 5m,LBP to Space 5m in F2,LBP to Space 5m in F3
Attacking Midfielder / Winger,Kike Barja,Osasuna,28,4.3535185,15,391.81665,3,0.22969927,2.2969928,0.22969927,1.6078949,0.18157661,0,0.6890978,0.07297962,0.2545562,1.3781956,0.46153846,2.9860907,1.6078949,0.9187971,0,1.3781956,5.2830834,-0.07000883,0.22969927,3.2157898,0.2997081,0,0,0,,0.041494444,0.25,0.9187971,0.013636364,0.04515187,0.049142376,0,0,0.6890978,8.0394745,45.355595,4.3642864,0,0.9187971,2.0672934,16.078949,0.6890978,3.4454892,0.84346205,0.5151522,0.307692308,0.9187971,0.22969927,0.5,0,2.0672934,1.0466591,1.5618112,0.8,0.9187971,1.6078949,47.149696,0.45939854,1.8375942,1.6078949,0.875,11.350464,1.8375942,13.092858,6.20188,0.47368422,0.5,0.6890978,7.580076,2.2969928,0.45939854,3.4454892,4.8236847,1.1484964,0.666666667,2.7563913,0,2.526692,29.401506,0.796875,7.00444,2.2969928,0.46365345,0.5708369,0.181818182,0.090909091,0.727272727,0.157894737,0.087719298,0.754385965,63.955254,0.00877193,0.376811594,0.5625,2.0672934,23.429327,0.210526316,0.657894737,1.6078949,0.666666667,2.9860907,-3.71286,20.58711751,1.0111947,16.87425804,1.0772998,20.81758464,18.17863464,0,0,0.2631579,0.06140351,5.673572,0.40293637,0,0,0,0,0,0,0,0,0,0,,,0,0.029918442,0.1427786,,0.25931862,0.121652424,-0.035030853,7.156821,7.187695,7.7375846,0.23958333,0.8958333,0.6770833,0.24675325,0.8961039,0.71428573,0.29411766,0.9019608,0.7647059,6.4315796,2.9860907,0.4642857,2.9860907,0.4814815,2.2969928,0.4347826,6.20188,5.2830834,0.11610901,0.11771085,0.11873206,0.28865978,0.3857143,0.46938777,4.8236847,4.134587,2.7563913,4.925729,4.925729,5.45216,0.9187971,0.9187971,0.9187971,3.9048877,3.2157898,2.2969928,2.0672934,2.0672934,1.8375942,6.1613364,6.913278,8.320491,0,0,0,1.6078949,1.6078949,1.1484964,0.45939854,0.45939854,0.45939854
Striker,Kike,Deportivo Alavés,35,30.67037,35,2760.3333,29,0,0.3260476,0,0.3260476,0.014687813,0,0,0,0.014687813,1.5650284,0.4074074,0.8803285,0.5216762,2.0867047,0.03260476,0.35865232,4.1734095,0.095127,0.3260476,2.2497282,0.2309206,0.169491525,0.42386186,0.3260476,1,0.26618415,0.406779661,1.9236808,0.038520801,0.21623278,0.112405745,0,0.03260476,0.13041905,9.2923565,64.13642,3.5539186,0.022304833,0.7499094,2.9670331,20.867046,0.06520952,2.1845188,0.51697946,0.035148617,0.475206612,3.7495472,0.22823331,0.22222222,0,1.760657,0.5223561,0.5575047,0.740740741,0.6520952,0.71730465,67.14566,0.22823331,2.4127522,2.3475425,0.972973,15.019216,2.6083808,18.486898,14.802561,0.8007055,0.130434783,0.45646662,5.901461,0.22823331,0.13041905,0.22823331,5.738437,0,0.285714286,0.09781428,0.03260476,5.5102043,18.226059,0.7370304,4.1806903,1.5976331,0.28631413,0.43414596,0.187845304,0.149171271,0.662983425,0.1875,0.190878378,0.621621622,61.49781,-0.056205843,0.270833333,0.4,0.5216762,19.008574,0.407094595,0.653716216,1.1411666,0.597510373,0.91293323,-1.9860829,15.68820603,0.9267023,13.70212269,0.94011873,14.53829664,12.88162231,0,0,0.28547296,0.0945946,3.08115,0.233391,0,0,0,0,0,0,0,0,0,0,,,0,0.007635187,-0.037796076,,-0.014195526,-0.051791508,0.06775686,3.2951136,3.3628747,3.303731,0.02357564,0.6208252,0.19646366,0.024630541,0.6330049,0.19950739,0.020833334,0.625,0.1875,3.3256853,1.0759571,0.32352942,0.68469995,0.28767124,0.29344282,0.23684211,2.3801475,1.2389808,-0.001651735,-0.002630506,-0.002139306,0.19354838,0.19466667,0.20430107,10.009661,8.346819,4.9885283,4.490318,5.0983124,2.8631723,0,0,0,5.6080184,4.858109,2.8366141,1.3367951,1.0759571,0.5216762,2.9826047,3.0569882,2.9428308,0.03260476,0.03260476,0,0.45646662,0.19562855,0.13041905,0.09781428,0.06520952,0
Centre Back,Kike Salas,Sevilla,23,27.636482,31,2487.2834,25,0.07236811,0.21710433,0.07236811,0.21710433,0.018666599,0,0,0,0.018666599,0.18092027,0.8,0.18092027,0.036184054,0.651313,0,0.14473622,0.2532884,0.060542382,0.18092027,1.0855217,0.1203779,0.125,0.108552165,0.108552165,,0.124710314,0.25,0.8684173,0.004056795,0.10171128,0.117122591,0,0,0.21710433,7.0920744,30.565062,9.842063,0.052434457,4.523007,4.4144545,13.3881,1.8815708,2.3519635,4.1336856,1.7091277,0.729508197,3.2203808,0.7236811,0.6086956,0,0.8684173,1.7038988,3.413026,0.714285714,1.8092028,3.6907735,35.78766,0.28947243,1.6644664,0.8322332,0.5,10.060528,2.8947244,10.782848,2.9670925,0.2751678,0.333333333,0.14473622,3.6184056,0.14473622,0.14473622,0.21710433,1.8815708,0.07236811,0.166666667,0.07236811,0.036184054,1.7368346,35.60511,0.9878049,3.5291095,2.4243317,0.3554253,0.4158719,0.09,0.37,0.54,0.048848569,0.308443824,0.642707606,37.6186,-0.16811219,0.924677899,0.395555556,3.2203808,47.364925,0.131891137,0.787159805,5.934185,0.619047619,6.7302346,0.5508536,23.49263183,0.87970036,24.04348564,0.81151974,20.6664762,19.51176262,0,0,0.21144453,0.096301466,2.6016335,0.20798378,0,0,0,0,0,0,0,0,0,0,,,0,0.050872996,0.028752739,,0.15221359,0.055864938,0.016722932,10.17363,8.157025,5.6183743,0.52503055,0.97558,0.8766789,0.34615386,0.9230769,0.73717946,0.10526316,0.8596491,0.5263158,9.335486,3.6545897,0.39147288,0.7598651,0.4375,0.18092027,0.22727273,1.7368346,0.79604924,0.03639744,0.015462074,0.011883901,0.215,0.24489796,0.44,0.687497,0.54276085,0.39802462,4.9069934,5.513275,3.179583,0.07236811,0.07236811,0.036184054,0.4703927,0.36184055,0.2532884,0.18092027,0.18092027,0.14473622,5.5535464,6.295338,5.779738,0.07236811,0.036184054,0,1.917755,0.5065768,0.108552165,0.651313,0.21710433,0
Midfielder,Kike Pérez,Real Valladolid,28,14.316294,19,1288.4664,14,0,1.1874582,0,0.55880386,0.024695814,0,0.62865436,0.060656596,0.085352406,1.2573087,0.42105263,1.3271592,0.7683553,1.8161125,0,0.55880386,2.3749163,-0.06514355,0.13970096,2.584468,0.20484452,0.1,0.13970096,0.13970096,,0.123778634,0.2,1.3970096,0.016221374,0.119492106,0.085534203,0,0,0.41910288,17.183218,45.005054,7.124749,0.027322404,0.97790676,5.378487,30.105556,0.90805626,2.93372,0.5071992,0.65693825,0.533333333,1.1176077,0.90805626,0.52,0,2.8638697,1.6152905,2.272229,0.717391304,2.3050659,3.2131221,47.1608,0.27940193,3.7020755,2.165365,0.5849057,16.951004,3.771926,25.006474,10.198171,0.40782124,0.363636364,0.13970096,7.1946,0.3492524,0.06985048,1.1874582,2.3050659,0.83820575,0.235294118,0.27940193,0.06985048,1.9558135,33.458378,0.9039666,5.4996476,4.33073,0.23374462,0.3112455,0.038834951,0.233009709,0.72815534,0.138225256,0.189419795,0.672354949,49.82189,-0.006885606,0.813483146,0.545454545,3.352823,35.414192,0.244027304,0.790102389,1.8161125,0.783216783,5.3086367,-4.270932,21.49257413,0.94425875,17.22164154,1.0115646,20.29455065,17.42080307,0,0,0.13822526,0.054607507,3.981477,0.43116483,0,0,0,0,0,0,0,0,0,0,,,0,0.063418284,0.055398885,,0.13946894,0.030315647,-0.00966386,6.1238947,5.557559,4.4645295,0.15733333,0.896,0.536,0.13333334,0.8727273,0.46666667,0.07575758,0.8030303,0.3181818,6.0769916,3.5623746,0.5862069,1.5367106,0.55,0.7683553,0.3548387,2.7940192,2.165365,0.025100026,0.014479734,0.006142792,0.18471338,0.22857143,0.41333333,4.470431,2.5146174,1.2573087,6.9298296,5.148792,4.9840765,0,0,0,3.352823,1.8161125,0.6985048,1.0477571,0.6985048,0.13970096,3.8888824,3.9842005,3.7544367,0.41910288,0,0,2.3050659,0.83820575,0.41910288,1.1874582,0.27940193,0.13970096
Midfielder,Enzo Martínez,Birmingham Legion,35,26.457037,28,2381.1333,23,0.07559426,0.9449282,0.07559426,0.9449282,0.07874925,0,0,0,0.07874925,1.1339139,0.6666667,0.68034834,0.22678277,1.3228995,0,0.45356554,1.7386678,-0.06776474,0.15118852,2.343422,0.21895327,0.054054054,0.07559426,0.07559426,,0.08557092,0.297297297,1.3984938,0.015873016,0.14020398,0.100253569,0,0,0.30237705,13.41798,46.993614,7.63502,0.026717557,0.8693339,4.4978585,23.661003,0.5291598,4.08209,0.6907391,0.5009425,0.305555556,0.4157684,0.71814543,0.5405405,0,1.7008708,1.6612976,2.1622403,0.736111111,2.0032477,2.5324078,48.84,0.7937397,4.8380327,3.0237703,0.625,18.147367,3.55293,19.99468,9.524877,0.4763705,0.1875,0.15118852,7.5216284,0.7559426,0.07559426,0.8693339,2.7969875,0.113391384,0.130434783,0.113391384,0.03779713,2.041045,26.042221,0.9114659,4.596231,3.515133,0.36500406,0.4272625,0.090452261,0.231155779,0.67839196,0.089219331,0.234200743,0.676579926,52.18923,-0.007836361,0.153707052,0.633540373,3.855307,28.650223,0.26394052,0.726146221,2.1544363,0.718309859,4.8002353,-1.85061,22.84155727,0.9634622,20.99094772,0.96058625,22.00697592,20.16361618,0,0,0.23915738,0.07434944,3.4433186,0.31102774,0,0,0,0,0,0,0,0,0,0,,,0,0.04739858,0.06553915,,0.055593178,0.010622016,-0.067966565,5.0957203,4.345826,4.089572,0.10285714,0.81142855,0.3942857,0.05154639,0.7628866,0.28865978,0.02,0.74,0.3,7.5122333,3.497074,0.46551725,2.2018614,0.4857143,0.90664876,0.3888889,4.533244,2.3313825,0.03664578,0.033287983,0.011358436,0.26126125,0.29411766,0.2769231,7.382712,5.1808505,2.8494675,6.1023245,5.180621,3.4488158,0.12952125,0,0,5.051329,3.497074,1.9428189,1.1656913,0.518085,0.518085,3.5591323,3.006942,3.4351408,0.38856378,0.12952125,0,2.3313825,1.4247338,0.518085,0.90664876,0.6476063,0.12952125
Midfielder,Enzo Barrenechea,Valencia,24,26.24741,30,2362.2668,26,0.076198,0.533386,0.076198,0.533386,0.033029903,0,0,0,0.033029903,0.76197994,0.53333336,0.571485,0.266693,2.0573459,0.038099,0.304792,1.0286729,0.025379714,0.114296995,1.14297,0.088917285,0.0625,0.038099,0.038099,,0.07126185,0.1875,0.609584,0.003990423,0.055887375,0.091681175,0,0,0.22859399,10.782016,39.685295,10.743917,0.03875969,1.7525538,3.8479986,20.382965,1.3715639,4.762375,1.4340361,1.3179493,0.641791045,1.6382569,0.609584,0.61538464,0.038099,1.0286729,2.2107136,3.528663,0.792207792,2.324039,3.695603,42.862106,0.495287,4.8004737,2.6669297,0.5555556,15.549597,2.4764347,17.068352,6.324434,0.3705357,0.25,0.076198,9.600947,0.266693,0.076198,0.266693,1.0286729,0,0,0.038099,0.19049498,0.76197994,40.804028,0.9607843,4.0308022,6.0196414,0.483525,0.53237075,0.011904762,0.25,0.738095238,0.07736804,0.203904555,0.718727404,48.093857,-0.04977713,0.183159722,0.692307692,3.7718008,50.404972,0.228488792,0.866232827,2.819326,0.816455696,4.381385,-1.3960826,19.75546536,0.9642578,18.35938263,0.97326154,19.04936124,17.86848068,0,0,0.13015184,0.07809111,4.5185413,0.38431627,0,0,0,0,0,0,0,0,0,0,,,0,0.04688661,0.04782995,,0.15366305,0.05063787,0.00830862,6.129078,6.279799,5.928304,0.10300926,0.9270833,0.6087963,0.09701493,0.93781096,0.63432837,0.09677419,0.8924731,0.56989247,9.600947,6.172038,0.64285713,2.9336228,0.6814159,0.495287,0.68421054,4.3051867,0.72388095,0.046115063,0.031078728,0.011351924,0.20843673,0.22828282,0.17924528,2.9336228,1.2953659,0.19049498,4.9368215,5.2606626,4.7627816,0.114296995,0.038099,0,2.5526328,1.14297,0.152396,1.2953659,0.533386,0.038099,4.863821,4.839457,3.4015152,0.22859399,0.152396,0,4.762375,2.3621378,0.34289098,1.4477619,0.8762769,0.114296995
Midfielder,Enzo Loiodice,Las Palmas,24,8.667222,17,780.05,7,0,0.5768861,0,0.34613165,0.008905685,0,0.23075445,0.014740918,0.023646604,1.7306583,0.4,1.1537722,0.6922633,1.1537722,0,0.4615089,1.2691494,-0.053504746,0,1.3845266,0.053504754,0,0,0,,0.023512842,0.571428571,0.80764055,0.007290401,0.029858146,0.036969598,0,0,0.34613165,10.499327,41.028404,9.691687,0.009803922,1.1537722,4.038203,21.92167,1.038395,3.9228256,1.3158711,1.2743335,0.333333333,1.038395,0.5768861,0.2857143,0.115377225,1.2691494,2.7573755,4.031709,0.807692308,2.4229217,3.4613166,42.231342,0.6922633,5.768861,2.7690532,0.48,20.500452,2.8844304,18.2296,5.653484,0.31012657,,0,7.845651,0.115377225,0,0.4615089,0.4615089,0.34613165,0,0,0,0.34613165,42.112686,0.9315069,3.2231853,4.15358,0.3172486,0.31933287,0.073529412,0.161764706,0.764705882,0.103837472,0.158013544,0.738148984,49.248337,0.018885635,0.843406593,0.787878788,2.9998076,49.84296,0.227990971,0.862302483,1.9614128,0.881188119,2.9998076,0.14498954,18.63668348,0.991396,18.78167343,1.0000868,18.4763337,18.78330231,0,0,0.16478555,0.099322796,3.7382221,0.33962268,0,0,0,0,0,0,0,0,0,0,,,0,0.046324033,0.026880978,,0.058231786,0.003962381,-0.018935604,6.1064725,5.868271,5.5416183,0.13043478,0.93645483,0.5652174,0.1015625,0.9453125,0.546875,0.06896552,0.8965517,0.5862069,6.345747,3.2305622,0.5090909,0.9230178,0.4,0.23075445,0.2857143,2.3075445,0.80764055,-0.003784735,-0.003425711,-0.0016713,0.13715711,0.1369863,0.1891892,3.3459394,1.1537722,0.4615089,5.338894,6.3661485,3.5031443,0.115377225,0,0,2.653676,0.80764055,0.23075445,1.038395,0.23075445,0,4.2213106,3.890639,4.1488986,0.115377225,0.115377225,0,2.3075445,0.80764055,0.115377225,0.9230178,0.34613165,0
Centre Back,Eray Cömert,Real Valladolid,27,21.522038,25,1936.9834,21,0,0,0,0,0,0,0,0,0,0.139392,1,0.185856,0,0.836352,0,0.185856,0.325248,-0.04483394,0,0.418176,0.04483394,0,0,0,,0.03774665,0.111111111,0.418176,0.003462204,0.04483394,0.10721308,0,0,0.278784,6.7372804,28.12144,6.9696,0.059375,3.1130881,4.367616,12.7776,1.3939201,1.8585601,1.6947834,1.0073415,0.555555556,1.1616,0.604032,0.5652174,0.139392,0.97574407,1.0390154,2.0463572,0.69047619,1.3474561,2.741376,31.639475,0.185856,1.3939201,0.604032,0.43333334,7.0816164,2.741376,10.4544,1.7656322,0.16888888,,0,2.55552,0.046464,0,0.046464,0.46464002,0,0,0,0.092928,0.418176,31.874304,0.98542273,4.9555526,2.276736,0.23867445,0.27112466,0.018181818,0.236363636,0.745454545,0.054429029,0.209178228,0.736392743,34.981335,-0.22877386,0.123552124,0.613793103,4.135296,40.656002,0.115261473,0.867662753,3.995904,0.638888889,5.8544645,-1.2076508,24.47249366,0.9391967,23.26484299,0.962357,22.98448551,22.38908386,0,0,0.11526147,0.06616862,1.6215937,0.15381226,0,0,0,0,0,0,0,0,0,0,,,0,0.037966724,0.036621887,,0.100021176,0.022760518,0.002672058,11.211401,7.88927,5.109155,0.60655737,0.9744991,0.8724955,0.3529412,0.9411765,0.6911765,0.083333336,0.8333333,0.5,6.365568,3.8565123,0.60583943,0.418176,0.47368422,0.046464,1,0.8828161,0.046464,0.028911397,0.00334781,0.00102627,0.18073879,0.18627451,0.11111111,0.789888,0.418176,0.185856,5.782091,5.335073,4.643383,0,0,0,0.69696003,0.325248,0.092928,0.185856,0.046464,0,4.2438917,3.7324748,3.3672843,0.23232001,0,0,2.9272323,0.325248,0.046464,1.300992,0.139392,0
,Ereku Temitayo,Birmingham Legion,22,0.37685186,1,33.916668,0,0,0,0,0,0,0,0,0,0,0,,0,0,2.6535625,0,0,2.6535625,0,0,0,0,,0,0,,0,,0,0,0,,0,0,0,10.61425,34.68246,2.6535625,0,2.6535625,10.61425,15.921375,0,2.6535625,2.2273111,0,1,2.6535625,0,,0,0,0,0,,0,0,33.315952,0,2.6535625,2.6535625,1,13.363867,7.9606876,15.921375,2.6535625,0.16666667,,0,7.9606876,0,0,0,0,0,,0,0,0,10.61425,0.75,1.1532879,0,0,0,0,1,0,0,0.6,0.4,51.75663,0.3,0.25,1,2.6535625,21.2285,0.1,0.7,2.6535625,1,2.6535625,-15.610178,21.08831635,0.9278858,5.478138447,1,19.56754848,5.478138447,0,0,0.5,0.3,0.26535627,0.018181818,0,0,0,0,0,0,0,0,0,0,,,0,0.030167738,-0.023963789,,0.025855979,0.01965203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centre Back,Eric Bailly,Villarreal,31,7.8637033,12,707.7333,8,0,0,0,0,0,0,0,0,0,0.12716654,0,0.25433308,0.25433308,0.25433308,0,0,0.6358328,-0.029252067,0,0.50866616,0.029252063,0,0,0,,0,0,0.50866616,0,0.029252063,0.057507388,0.12716654,0,0.25433308,4.9594955,24.273392,6.485494,0.066666667,3.1791637,3.68783,8.265826,1.2716656,1.144499,2.597375,0.98152864,0.6,1.5259986,0,1,0,1.144499,1.0043478,1.9858763,1,1.2716656,2.5433311,28.638792,0,0.7629993,0.25433308,0.33333334,4.625275,1.7803316,5.8496614,0.6358328,0.10869565,,0,2.1618314,0,0,0,1.144499,0,,0,0,1.144499,31.155806,0.9755102,5.734376,2.1618314,0.35806158,0.35806158,0,0.470588235,0.529411765,0.012383901,0.229102167,0.758513932,37.1669,0.03788884,0.19330855,0.585365854,3.0519972,38.658634,0.06501548,0.866873065,3.3063302,0.904761905,5.0866623,-5.2313943,21.25018745,0.93127316,16.01879311,0.86237967,19.78972866,13.81428146,0,0,0.11764706,0.05882353,2.619631,0.18541853,0,0,0,0,0,0,0,0,0,0,,,0,-0.038489677,0.05297894,,-0.020652283,-0.007579513,-0.027562032,11.443707,10.418301,10.67201,0.6580311,0.9948186,0.9222798,0.5135135,1,0.9459459,1,1,1,7.1213264,4.3236628,0.60714287,1.2716656,0.8333333,0.12716654,1,1.5259986,0.12716654,0.009503243,0.003370675,0.001058865,0.2,0.17910448,0.2,0,0,0,4.7324715,4.1426187,2.7131524,0,0,0,0,0,0,0,0,0,,,,0.25433308,0,0,3.3063302,1.144499,0.12716654,0.8901658,0.38149965,0
Midfielder,Eric Calvillo,El Paso Locomotive,27,30.079258,28,2707.1333,27,0.132982,1.3630655,0.0997365,0.864383,0.06885561,0.0332455,0.4986825,0.032742284,0.1015979,0.6981555,0.7,0.66491,0.199473,1.396311,0,0.465437,0.96411955,0.058932025,0.265964,2.8591132,0.20703198,0.088888889,0.132982,0.132982,,0.13055989,0.355555556,1.4960475,0.011636928,0.105434075,0.070475086,0,0,0.2327185,10.405842,46.70231,6.782082,0,0.797892,5.452262,19.382126,0.731401,2.992095,0.8562042,0.8080453,0.371428571,0.4321915,0.5651735,0.43333334,0.066491,1.1635925,1.682953,2.4909985,0.711864407,1.396311,2.127712,48.654877,0.8976285,3.1583226,1.7620115,0.55789477,19.898056,4.587879,16.888714,7.912429,0.46850392,0.315789474,0.3657005,10.139877,0.7646465,0.1662275,1.4295566,2.460167,0.66491,0.23255814,0.398946,0.132982,1.6955205,35.140495,0.9602649,4.187111,4.9535794,0.46914375,0.55936426,0.108196721,0.203278689,0.68852459,0.148432056,0.143554007,0.708013937,51.85083,-0.009212694,0.200168209,0.626213592,4.2886696,41.556873,0.193031359,0.864808362,1.6955205,0.855595668,5.950945,-2.1841497,20.59261896,0.9422208,18.40847015,0.99039054,19.40279387,18.23157501,0,0,0.16794425,0.0912892,5.8046637,0.43693686,0,0,0,0,0,0,0,0,0,0,,,0,0.031123076,0.047225174,,0.119718,0.057559278,-0.01618952,6.1163836,6.0774293,5.589769,0.14393939,0.91161615,0.540404,0.14285715,0.9264069,0.53246754,0.12222222,0.9111111,0.5,5.959049,3.9511087,0.6630435,2.3965743,0.6981132,0.6477228,0.41666666,3.4329305,1.5545346,0.038795285,0.032499712,0.013146271,0.16974169,0.21115538,0.26373628,5.1170096,3.109069,1.4897623,5.954863,7.1049533,6.0625725,0.25908908,0.12954454,0.06477227,4.1454253,2.7204356,1.3602178,1.8783959,1.165901,0.5829505,4.5526752,4.536529,4.507524,0.3238614,0.3238614,0,2.6556633,1.4897623,0.38863364,1.2954456,0.9068119,0.25908908
Goalkeeper,Eric Dick,Pittsburgh Riverhounds,31,36.087036,32,3247.8333,32,0,0,0,0,0,0,0,0,0,0,,0,0,0.16626468,0,0,0.02771078,0,0,0,0,,0,0,,0,,0,0,0,,0,0,0.02771078,0.1385539,3.0964544,3.6301124,0,0.02771078,5.514446,0.11084312,0,0,0.04172481,0,,0,0.11084312,0.4,0,0.02771078,0,0,0,0,0,13.814286,0,0,0,,0.12594984,0.08313234,0.1385539,0,0,,0,0.38795093,0.02771078,0,0.02771078,0.02771078,0,0,0,0,0,10.751783,0.9974227,7.1474085,0.8036127,0.065175466,0.065175466,0,0.928571429,0.071428571,0.001190476,0.625,0.373809524,11.907757,-0.2155797,0.130434783,0.304744526,4.627701,14.381896,0.10952381,0.541666667,2.161441,0.326086957,13.051778,5.346631,47.02902716,0.68740934,52.37565994,0.7487636,32.32819368,39.21698761,0.035214797,20.584282,0.30714285,0.011904762,0.7509622,0.06418759,9.033715,0.718250239,0.6927695,0.13482611,0,0,2.033793,0.82759565,0.764150943,2.9373431,0.325153374,0.045900705,0.8057633,-0.019400986,0.048246313,0.12017454,0.23490362,0.08588372,,13.878012,,,0.6438356,0.9726027,0.94520545,,,,,,,1.6269959,0.5206387,0.32,0,,0,,0,0,0.008367931,,,0.16556291,,,0,0,0,6.267394,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0.32539922,0,0,0.19523953,0,0
Centre Back,Eric García,Barcelona,24,19.392595,29,1745.3335,14,0.15469822,0.36096254,0.15469822,0.36096254,0.032661155,0,0,0,0.032661155,0.25783038,0.5,0.7219251,0.36096254,0.670359,0,0.36096254,0.77349114,0.12787268,0.25783038,1.0828875,0.1299577,0.142857143,0.10313215,0.10313215,,0.16125593,0.571428571,0.7219251,7.93E-04,0.09729654,0.134773748,0,0,0.2062643,6.4973254,40.267464,8.611534,0.070866142,1.6501144,4.33155,14.954162,1.4438502,3.7127576,2.8858905,2.4950352,0.517241379,1.5469823,0.670359,0.6551724,0,1.392284,3.358106,5.853141,0.745098039,1.9595109,3.403361,44.820763,0.25783038,3.6611915,2.4236054,0.6619718,19.889835,2.681436,11.602367,5.1050415,0.44,0.5,0.15469822,13.561878,0.670359,0.15469822,0.77349114,2.3204734,0.10313215,0.133333333,0.2062643,0.25783038,1.6501144,54.40221,0.9819905,3.7019017,7.0645523,0.93774337,0.99628854,0.079847909,0.247148289,0.673003802,0.041604755,0.209509658,0.748885587,47.78951,-0.11553947,0.123063683,0.727272727,2.4751716,65.69518,0.092124814,0.921991085,2.2689075,0.806451613,2.784568,0.038817808,18.09489053,0.988987,18.13370895,0.9776354,17.89561247,17.72815514,0,0,0.12035661,0.09063893,7.224407,0.33865124,0,0,0,0,0,0,0,0,0,0,,,0,0.043986604,0.049288273,,0.23509775,0.089634985,0.05218793,8.812972,7.881046,6.4105906,0.34558824,0.9726891,0.83928573,0.26046512,0.96279067,0.7860465,0.13445379,0.9159664,0.60504204,8.714666,6.6004577,0.75739646,3.2486627,0.7777778,0.7219251,0.56,4.176852,1.2891519,0.05001273,0.033190142,0.014792453,0.14334181,0.1511194,0.17730497,1.5469823,1.1860198,0.8766233,4.659316,4.3975434,4.534714,0,0,0,1.0828875,0.77349114,0.51566076,0.51566076,0.30939645,0.2062643,4.457121,4.353382,4.4848547,0.2062643,0.051566076,0.051566076,4.795645,2.3204734,0.36096254,1.392284,0.6187929,0.051566076
